date,Real GDP (Level),Nominal GDP,Real Personal Consumption Expenditures,Real Gross Private Domestic Investment,Real Exports of Goods and Services,Real Imports of Goods and Services,Government Consumption Expenditures and Gross Investment
1968-01-01,"541,513","75,316","272,466","102,410","85,468","71,379","148,575"
1968-04-01,"556,071","77,652","273,726","102,486","88,519","69,010","151,593"
1968-07-01,"563,816","79,448","278,975","102,548","90,818","71,717","155,722"
1968-10-01,"571,623","81,480","282,896","105,031","94,601","78,840","158,509"
1969-01-01,"579,449","83,796","289,370","106,106","95,679","81,927","158,224"
1969-04-01,"581,833","85,476","288,064","107,860","94,685","82,251","161,370"
1969-07-01,"588,288","87,140","290,788","108,757","95,943","81,435","161,540"
1969-10-01,"596,601","89,308","294,392","109,548","101,809","84,295","164,186"
1970-01-01,"600,288","91,376","291,596","109,716","105,575","81,724","170,251"
1970-04-01,"600,338","92,224","293,698","105,856","105,532","82,531","176,639"
1970-07-01,"606,551","94,096","299,342","108,691","106,547","82,694","172,600"
1970-10-01,"607,472","94,916","302,110","110,455","106,063","78,146","176,231"
1971-01-01,"604,347","96,288","300,150","111,231","108,041","79,426","173,434"
1971-04-01,"621,993","100,312","310,477","115,784","109,655","85,532","179,717"
1971-07-01,"639,182","103,624","317,353","118,532","115,099","90,076","182,690"
1971-10-01,"646,168","106,436","324,240","120,730","111,549","92,444","185,267"
1972-01-01,"644,006","108,148","325,369","121,031","112,922","92,523","181,616"
1972-04-01,"662,263","112,264","333,471","122,555","122,033","98,194","184,451"
1972-07-01,"664,228","114,384","336,070","121,597","118,451","100,785","188,582"
1972-10-01,"679,830","119,288","343,714","120,348","129,265","105,535","191,726"
1973-01-01,"697,278","124,756","352,962","126,823","134,531","110,995","191,353"
1973-04-01,"703,930","130,040","355,425","129,617","135,630","112,105","193,435"
1973-07-01,"707,203","134,524","358,041","132,116","128,801","113,210","194,462"
1973-10-01,"720,247","142,544","364,379","136,807","132,352","120,525","202,126"
1974-01-01,"726,208","149,300","374,470","142,125","128,033","123,832","200,856"
1974-04-01,"733,657","155,960","376,277","137,337","126,650","124,955","206,307"
1974-07-01,"733,798","162,244","378,006","137,433","128,733","126,955","209,335"
1974-10-01,"729,975","165,200","373,504","136,735","123,924","126,039","212,173"
1975-01-01,"725,998","167,444","381,724","138,009","115,565","123,140","213,934"
1975-04-01,"735,312","173,624","386,436","141,817","116,955","120,263","221,187"
1975-07-01,"749,419","182,216","393,340","147,437","116,570","119,983","223,747"
1975-10-01,"758,091","188,428","400,070","149,880","116,207","121,978","223,544"
1976-01-01,"771,302","196,248","399,815","151,434","119,853","126,821","222,615"
1976-04-01,"787,935","206,252","410,171","156,543","126,696","131,548","225,182"
1976-07-01,"791,573","208,448","411,714","152,617","129,643","128,553","224,016"
1976-10-01,"792,852","212,996","420,155","153,524","125,529","128,509","226,494"
1977-01-01,"805,013","219,912","418,612","155,804","130,736","128,653","230,653"
1977-04-01,"809,121","224,808","417,567","156,982","133,319","130,855","235,418"
1977-07-01,"813,877","229,724","424,081","158,726","134,134","128,259","233,702"
1977-10-01,"826,774","235,960","428,064","157,559","135,970","124,899","235,465"
1978-01-01,"833,914","241,320","431,165","156,967","141,636","124,553","234,947"
1978-04-01,"839,590","248,684","434,052","160,699","146,118","132,764","236,487"
1978-07-01,"847,422","255,204","436,086","160,562","148,443","132,943","236,856"
1978-10-01,"855,457","263,092","437,306","162,627","151,394","139,601","237,267"
1979-01-01,"862,282","271,400","443,397","164,533","154,902","140,935","236,720"
1979-04-01,"873,721","284,172","443,408","166,124","148,685","139,588","240,017"
1979-07-01,"880,126","292,920","444,640","174,833","153,882","142,496","238,029"
1979-10-01,"886,031","301,940","445,758","175,730","152,546","143,689","239,613"
1980-01-01,"892,183","309,784","448,668","177,922","156,948","141,513","241,143"
1980-04-01,"891,793","317,228","446,922","173,517","150,399","136,109","244,202"
1980-07-01,"891,052","324,764","454,577","180,787","151,273","131,451","247,679"
1980-10-01,"903,381","339,352","457,153","185,881","158,001","139,916","246,671"
1981-01-01,"922,843","355,992","457,893","194,809","155,166","138,675","247,790"
1981-04-01,"932,933","367,992","457,459","200,033","159,437","147,403","247,312"
1981-07-01,"924,545","372,820","455,028","195,251","155,706","140,737","250,330"
1981-10-01,"920,293","376,628","456,126","193,231","156,816","135,426","251,010"
1982-01-01,"909,761","383,004","449,363","187,135","153,505","124,958","248,899"
1982-04-01,"899,287","386,516","445,804","174,430","156,397","118,266","251,446"
1982-07-01,"891,312","389,560","444,050","166,704","161,130","117,851","253,589"
1982-10-01,"883,087","393,644","442,498","170,642","147,639","112,011","254,303"
1983-01-01,"897,519","403,236","448,765","169,684","151,714","118,311","249,896"
1983-04-01,"915,225","415,804","454,367","173,169","162,062","123,775","254,544"
1983-07-01,"925,507","428,960","459,834","174,974","164,306","134,025","257,223"
1983-10-01,"937,013","437,264","464,845","176,116","176,228","145,165","257,505"
1984-01-01,"953,242","447,840","469,405","176,642","184,888","150,727","258,138"
1984-04-01,"971,741","459,552","474,285","176,342","190,881","152,619","258,237"
1984-07-01,"975,919","465,180","474,825","177,963","201,733","157,697","261,238"
1984-10-01,"991,150","475,372","483,051","178,038","198,852","151,200","264,575"
1985-01-01,"1,006,378","486,096","488,708","182,384","200,366","157,625","268,573"
1985-04-01,"1,009,615","495,352","493,136","191,000","202,128","165,500","270,876"
1985-07-01,"1,022,432","503,872","502,914","197,035","203,129","169,588","268,773"
1985-10-01,"1,038,020","514,788","508,090","198,760","205,979","170,550","275,438"
1986-01-01,"1,037,494","518,612","507,331","200,794","207,259","174,205","275,589"
1986-04-01,"1,043,457","523,844","513,420","200,286","209,171","172,993","273,788"
1986-07-01,"1,044,769","530,220","520,555","198,973","216,231","180,307","276,499"
1986-10-01,"1,037,206","533,844","520,818","199,586","215,671","180,154","275,463"
1987-01-01,"1,061,180","552,484","526,116","204,679","217,724","178,356","277,776"
1987-04-01,"1,074,774","567,420","534,657","213,922","214,706","180,958","279,902"
1987-07-01,"1,091,195","581,680","539,405","225,029","218,082","185,794","277,962"
1987-10-01,"1,105,292","595,760","545,262","228,574","224,983","200,785","281,444"
1988-01-01,"1,121,396","610,948","548,587","233,016","237,087","208,448","284,771"
1988-04-01,"1,131,347","621,168","556,475","235,459","241,019","208,480","287,417"
1988-07-01,"1,131,515","631,392","559,961","243,317","235,441","213,611","288,719"
1988-10-01,"1,139,280","644,068","567,002","240,014","241,479","215,935","288,805"
1989-01-01,"1,152,444","656,160","571,085","250,198","245,738","221,541","289,888"
1989-04-01,"1,156,927","669,792","578,438","248,191","236,272","223,038","293,888"
1989-07-01,"1,161,104","679,132","576,517","247,061","237,605","221,537","297,318"
1989-10-01,"1,158,793","681,232","580,259","255,415","243,936","229,211","296,904"
1990-01-01,"1,169,937","691,928","588,986","251,583","247,653","230,451","302,683"
1990-04-01,"1,165,243","695,624","581,867","245,503","256,667","231,011","299,097"
1990-07-01,"1,156,892","697,684","581,901","238,767","255,179","226,643","305,704"
1990-10-01,"1,146,591","696,768","579,868","230,205","248,406","223,608","309,111"
1991-01-01,"1,130,096","694,008","567,778","232,129","243,338","224,153","307,509"
1991-04-01,"1,135,520","701,572","577,298","229,477","254,099","228,475","313,289"
1991-07-01,"1,137,026","704,796","576,775","230,225","263,847","239,050","311,016"
1991-10-01,"1,139,024","706,716","580,023","233,427","263,412","243,633","313,447"
1992-01-01,"1,139,828","710,008","580,016","231,808","265,729","243,333","313,952"
1992-04-01,"1,141,127","714,744","582,263","222,221","273,246","245,926","312,184"
1992-07-01,"1,147,308","721,660","585,354","226,708","277,420","250,009","312,118"
1992-10-01,"1,153,845","727,332","587,468","217,324","285,010","244,810","317,134"
1993-01-01,"1,161,171","733,952","590,654","214,916","295,333","255,921","314,100"
1993-04-01,"1,171,748","745,360","592,891","220,024","303,793","263,966","315,441"
1993-07-01,"1,182,954","750,068","596,952","224,794","306,126","265,491","311,795"
1993-10-01,"1,188,014","758,768","598,632","227,897","315,043","272,434","311,541"
1994-01-01,"1,205,531","772,656","608,864","230,849","317,103","272,298","307,003"
1994-04-01,"1,223,130","783,660","609,771","238,097","339,637","284,839","310,889"
1994-07-01,"1,238,811","800,784","612,418","238,245","353,026","287,465","311,184"
1994-10-01,"1,247,810","810,788","619,542","239,923","367,014","301,101","309,573"
1995-01-01,"1,259,275","823,972","619,235","233,962","377,157","301,160","309,216"
1995-04-01,"1,259,810","828,856","623,835","233,410","369,008","303,572","308,306"
1995-07-01,"1,261,475","832,976","630,445","232,846","369,390","302,222","305,815"
1995-10-01,"1,266,566","840,680","630,421","233,966","383,332","305,453","303,017"
1996-01-01,"1,268,404","844,208","638,799","239,120","384,408","312,064","303,238"
1996-04-01,"1,277,434","852,904","639,579","239,181","399,326","311,577","303,211"
1996-07-01,"1,288,163","864,544","641,612","248,949","407,651","323,611","298,582"
1996-10-01,"1,298,369","877,680","652,710","260,828","396,761","330,574","297,912"
1997-01-01,"1,315,766","891,748","662,959","265,675","419,228","350,712","300,334"
1997-04-01,"1,330,573","899,412","668,084","272,867","424,556","358,495","298,101"
1997-07-01,"1,346,347","912,564","676,915","281,110","436,775","373,575","298,712"
1997-10-01,"1,359,358","923,980","681,660","283,836","444,657","379,040","298,651"
1998-01-01,"1,378,552","934,612","682,363","283,245","459,134","383,823","306,684"
1998-04-01,"1,379,282","935,212","691,076","283,876","464,300","385,903","303,542"
1998-07-01,"1,391,850","938,872","694,865","284,439","473,720","377,232","304,696"
1998-10-01,"1,410,709","953,496","696,387","287,616","492,298","392,484","303,877"
1999-01-01,"1,436,180","975,240","706,087","290,806","510,280","400,011","307,260"
1999-04-01,"1,448,025","994,172","712,673","298,230","511,000","407,515","309,229"
1999-07-01,"1,470,722","1,021,308","721,165","300,631","528,775","417,350","314,132"
1999-10-01,"1,491,326","1,040,988","728,173","307,982","543,312","438,897","314,546"
2000-01-01,"1,514,676","1,070,188","736,143","310,747","561,401","448,251","318,113"
2000-04-01,"1,532,503","1,099,448","742,547","312,869","569,730","450,832","321,619"
2000-07-01,"1,548,212","1,121,768","751,978","316,629","574,443","455,248","323,123"
2000-10-01,"1,551,274","1,132,880","753,281","318,056","575,471","451,265","325,095"
2001-01-01,"1,560,006","1,149,924","759,456","326,713","565,825","439,234","329,259"
2001-04-01,"1,564,912","1,152,860","760,662","331,048","558,503","436,147","333,396"
2001-07-01,"1,563,812","1,138,804","762,418","335,110","546,657","426,137","334,353"
2001-10-01,"1,573,191","1,136,584","771,679","326,066","548,610","415,972","334,806"
2002-01-01,"1,596,194","1,158,640","783,112","326,889","557,915","418,516","337,134"
2002-04-01,"1,605,625","1,185,892","792,630","331,299","557,025","438,630","338,513"
2002-07-01,"1,619,509","1,204,144","794,245","336,481","569,640","446,853","341,855"
2002-10-01,"1,628,404","1,226,100","802,228","337,392","561,661","445,815","344,446"
2003-01-01,"1,637,464","1,250,088","806,524","340,437","552,664","449,683","348,223"
2003-04-01,"1,635,089","1,237,720","813,563","343,831","541,594","450,547","349,462"
2003-07-01,"1,641,202","1,258,296","821,166","354,634","548,221","451,247","350,364"
2003-10-01,"1,652,484","1,272,884","822,692","362,701","565,761","472,563","353,119"
2004-01-01,"1,664,500","1,296,216","833,673","371,184","565,206","476,771","355,400"
2004-04-01,"1,684,222","1,328,148","837,823","377,042","591,796","489,625","354,761"
2004-07-01,"1,704,135","1,351,480","845,617","382,524","589,849","503,689","357,677"
2004-10-01,"1,716,434","1,367,080","852,442","389,065","584,139","509,373","359,613"
2005-01-01,"1,722,445","1,380,324","864,319","399,625","589,934","526,412","357,687"
2005-04-01,"1,734,894","1,399,608","871,784","409,261","587,785","522,541","358,952"
2005-07-01,"1,755,919","1,436,992","877,599","420,321","596,248","531,724","360,982"
2005-10-01,"1,773,358","1,469,436","885,914","429,284","610,182","544,076","365,004"
2006-01-01,"1,787,756","1,476,000","898,341","437,186","602,039","549,019","366,465"
2006-04-01,"1,788,650","1,490,716","906,453","441,066","599,768","563,522","370,375"
2006-07-01,"1,793,685","1,504,936","916,427","440,979","599,465","562,673","371,577"
2006-10-01,"1,800,828","1,514,764","925,876","443,424","604,017","562,491","373,907"
2007-01-01,"1,812,321","1,547,276","934,111","449,825","610,097","574,708","375,405"
2007-04-01,"1,829,823","1,576,612","948,250","453,157","619,418","583,850","377,161"
2007-07-01,"1,836,679","1,582,248","957,158","455,030","607,994","598,021","382,422"
2007-10-01,"1,839,093","1,604,508","974,704","460,475","593,844","610,546","382,552"
2008-01-01,"1,840,473","1,637,296","982,379","471,011","585,213","611,340","385,977"
2008-04-01,"1,847,179","1,677,448","983,497","468,083","590,569","615,759","394,401"
2008-07-01,"1,862,358","1,694,512","984,088","464,054","585,825","599,243","394,258"
2008-10-01,"1,840,749","1,618,908","972,176","444,913","559,024","562,385","399,973"
2009-01-01,"1,799,211","1,557,232","969,145","400,087","510,893","508,011","400,012"
2009-04-01,"1,779,803","1,548,488","977,618","398,186","490,276","500,023","403,150"
2009-07-01,"1,787,763","1,567,924","988,296","410,666","503,446","531,775","405,287"
2009-10-01,"1,808,535","1,611,692","995,077","430,021","515,488","552,424","408,613"
2010-01-01,"1,830,446","1,644,032","1,006,207","445,192","522,667","576,792","412,274"
2010-04-01,"1,840,031","1,653,240","1,014,755","454,670","539,803","593,040","411,805"
2010-07-01,"1,852,912","1,665,372","1,022,938","459,829","539,704","604,207","413,263"
2010-10-01,"1,873,698","1,701,548","1,032,231","467,934","552,788","606,590","416,126"
2011-01-01,"1,887,968","1,737,952","1,034,075","472,905","553,765","619,997","416,461"
2011-04-01,"1,891,395","1,759,852","1,038,684","476,987","545,629","625,892","418,038"
2011-07-01,"1,917,274","1,785,748","1,042,916","478,900","575,786","630,834","419,860"
2011-10-01,"1,932,511","1,812,700","1,049,329","483,591","583,161","637,038","420,780"
2012-01-01,"1,933,731","1,815,120","1,055,390","497,002","582,134","648,493","421,337"
2012-04-01,"1,940,017","1,818,984","1,056,611","502,206","582,627","648,668","420,190"
2012-07-01,"1,942,672","1,830,636","1,063,083","501,494","578,728","655,658","422,795"
2012-10-01,"1,946,670","1,844,064","1,068,940","505,123","577,277","653,388","422,510"
2013-01-01,"1,964,095","1,876,844","1,075,684","507,906","586,400","661,085","418,089"
2013-04-01,"1,975,406","1,886,592","1,085,631","508,021","597,154","668,071","416,227"
2013-07-01,"1,991,650","1,912,428","1,093,686","508,568","592,954","665,027","418,312"
2013-10-01,"2,012,494","1,933,124","1,100,513","510,392","601,196","666,266","420,884"
2014-01-01,"2,015,895","1,963,452","1,104,216","511,565","599,213","662,306","422,097"
2014-04-01,"2,034,271","1,988,404","1,114,332","516,002","635,431","684,667","420,519"
2014-07-01,"2,053,771","2,013,792","1,122,436","523,084","644,921","687,471","420,711"
2014-10-01,"2,067,966","2,013,944","1,130,580","530,022","648,388","692,956","419,438"
2015-01-01,"2,056,452","1,984,300","1,132,744","507,681","641,770","689,821","425,153"
2015-04-01,"2,050,838","1,984,920","1,138,294","493,691","650,429","691,493","425,599"
2015-07-01,"2,058,182","2,000,864","1,146,797","487,400","663,503","683,269","428,068"
2015-10-01,"2,059,546","1,991,680","1,154,867","483,499","658,172","683,540","426,881"
2016-01-01,"2,071,732","1,998,420","1,155,549","473,959","673,120","685,285","430,380"
2016-04-01,"2,061,412","2,002,152","1,160,112","470,522","645,544","687,237","434,964"
2016-07-01,"2,082,805","2,035,420","1,168,218","471,885","664,193","694,962","434,878"
2016-10-01,"2,094,490","2,066,148","1,177,060","464,132","670,885","682,072","435,798"
2017-01-01,"2,120,843","2,107,948","1,189,849","477,459","675,574","704,661","440,122"
2017-04-01,"2,143,166","2,130,020","1,205,490","481,152","684,781","717,598","440,746"
2017-07-01,"2,143,839","2,141,752","1,217,083","484,748","660,523","720,531","444,040"
2017-10-01,"2,154,716","2,182,844","1,224,190","500,029","672,427","738,226","447,828"
2018-01-01,"2,179,765","2,207,068","1,232,356","502,230","683,701","747,515","452,103"
2018-04-01,"2,196,768","2,240,068","1,239,269","502,914","704,789","760,345","456,686"
2018-07-01,"2,207,849","2,258,952","1,246,431","495,344","701,558","741,437","458,262"
2018-10-01,"2,213,050","2,236,612","1,246,298","488,830","699,519","732,492","461,436"
2019-01-01,"2,218,376","2,268,912","1,253,025","497,737","699,150","752,000","459,393"
2019-04-01,"2,242,662","2,312,680","1,256,041","496,572","727,235","748,263","459,071"
2019-07-01,"2,248,933","2,322,476","1,261,611","507,190","720,979","743,779","462,808"
2019-10-01,"2,255,354","2,350,184","1,270,170","503,267","705,988","734,522","466,957"
2020-01-01,"2,211,376","2,288,016","1,242,827","495,226","693,669","735,369","466,398"
2020-04-01,"1,968,126","2,015,932","1,064,743","430,683","580,283","566,685","449,603"
2020-07-01,"2,146,901","2,246,484","1,201,575","495,131","657,665","688,244","474,621"
2020-10-01,"2,187,228","2,331,676","1,207,196","508,243","665,479","707,770","481,009"
2021-01-01,"2,224,489","2,431,388","1,213,271","525,670","683,414","727,187","487,975"
2021-04-01,"2,221,882","2,488,016","1,212,792","533,752","660,311","724,786","493,539"
2021-07-01,"2,266,642","2,563,304","1,278,209","515,892","659,260","717,468","495,854"
2021-10-01,"2,307,224","2,660,564","1,290,949","523,969","680,108","754,130","499,514"
2022-01-01,"2,331,146","2,777,840","1,300,850","539,558","678,977","756,106","504,429"
2022-04-01,"2,357,666","2,898,284","1,335,517","527,452","703,564","803,860","504,640"
2022-07-01,"2,376,734","2,888,752","1,344,883","518,740","711,468","803,144","509,818"
2022-10-01,"2,378,229","2,891,760","1,351,824","513,631","711,157","781,112","514,489"
2023-01-01,"2,403,264","2,912,428","1,358,421","515,514","736,451","779,070","513,863"
2023-04-01,"2,407,099","2,935,200","1,358,493","525,774","745,559","799,097","519,223"
2023-07-01,"2,408,306","2,997,664","1,361,214","522,435","744,365","799,568","525,519"
2023-10-01,"2,409,551","3,015,512","1,370,827","514,592","754,041","805,016","523,880"
2024-01-01,"2,427,108","3,036,308","1,377,484","516,381","749,930","800,407","531,939"
2024-04-01,"2,446,913","3,088,908","1,382,672","523,157","748,009","804,487","537,919"
2024-07-01,"2,466,957","3,132,052","1,398,538","520,083","746,819","799,728","544,667"
2024-10-01,"2,484,261","3,176,936","1,407,635","532,831","763,541","800,585","547,847"
2025-01-01,"2,497,674","3,220,856","1,410,604","525,905","768,831","806,304","548,486"
2025-04-01,"2,486,045","3,208,880","1,425,080","527,092","715,258","805,427","554,892"
2025-07-01,"2,502,070","3,255,456","1,423,546","530,051","716,551","787,456","552,455"
