"Date","Price","Open","High","Low","Vol.","Change %"
"01/23/2026","71.33","70.86","72.55","69.88","7.51M","-0.03%"
"01/22/2026","71.35","73.55","73.81","70.76","7.35M","-1.78%"
"01/21/2026","72.64","72.90","74.59","70.42","8.34M","-0.08%"
"01/20/2026","72.70","75.70","77.47","72.62","12.06M","-7.52%"
"01/16/2026","78.61","76.74","80.02","75.58","9.93M","2.62%"
"01/15/2026","76.60","83.47","83.79","76.11","16.93M","-9.67%"
"01/14/2026","84.80","84.99","88.46","81.75","14.37M","1.61%"
"01/13/2026","83.46","83.24","84.28","80.29","8.44M","0.68%"
"01/12/2026","82.90","81.14","83.12","79.85","6.86M","0.00%"
"01/09/2026","82.90","82.20","84.33","79.45","7.69M","1.36%"
"01/08/2026","81.79","79.90","82.72","78.85","5.38M","1.49%"
"01/07/2026","80.59","83.19","83.60","80.53","6.61M","-5.02%"
"01/06/2026","84.85","86.00","86.20","81.95","7.46M","0.06%"
"01/05/2026","84.80","84.57","88.06","84.10","9.11M","1.59%"
"01/02/2026","83.47","80.84","84.58","79.62","8.38M","5.26%"
"12/31/2025","79.30","79.96","80.39","78.77","5.75M","-0.74%"
"12/30/2025","79.89","80.18","82.89","79.65","7.56M","-0.77%"
"12/29/2025","80.51","79.25","83.04","79.12","7.40M","-0.94%"
"12/26/2025","81.27","82.39","82.50","79.71","6.14M","-1.66%"
"12/24/2025","82.64","82.72","83.04","79.86","6.40M","-0.11%"
"12/23/2025","82.73","84.80","85.57","81.02","9.39M","-4.91%"
"12/22/2025","87.00","87.74","91.20","86.43","10.72M","1.01%"
"12/19/2025","86.13","82.43","86.30","82.43","13.86M","6.35%"
"12/18/2025","80.99","82.74","84.47","80.08","10.41M","2.26%"
"12/17/2025","79.20","82.88","85.74","79.08","10.98M","-4.58%"
"12/16/2025","83.00","77.86","83.50","77.33","15.03M","9.99%"
"12/15/2025","75.46","83.85","84.18","74.73","15.03M","-9.60%"
"12/12/2025","83.47","89.53","91.30","82.03","13.86M","-5.76%"
"12/11/2025","88.57","85.85","89.26","83.33","11.15M","0.18%"
"12/10/2025","88.41","87.34","89.55","85.05","9.33M","-0.53%"
"12/09/2025","88.88","83.23","89.98","81.76","14.57M","5.86%"
"12/08/2025","83.96","86.94","87.41","81.34","10.02M","-1.94%"
"12/05/2025","85.62","86.09","86.66","83.14","10.47M","-2.10%"
"12/04/2025","87.46","83.98","88.27","83.20","14.24M","1.36%"
"12/03/2025","86.29","78.39","86.59","75.97","21.05M","11.43%"
"12/02/2025","77.44","78.40","80.73","77.18","16.63M","1.98%"
"12/01/2025","75.94","77.49","79.84","75.23","18.85M","-4.99%"
"11/28/2025","79.93","75.31","81.48","74.02","22.25M","10.04%"
"11/26/2025","72.64","71.15","73.29","68.86","15.84M","3.61%"
"11/25/2025","70.11","69.14","70.11","68.05","12.63M","-3.62%"
"11/24/2025","72.74","72.00","73.43","69.61","15.68M","1.98%"
"11/21/2025","71.33","66.93","72.33","66.14","19.46M","6.57%"
"11/20/2025","66.93","71.29","71.40","64.92","20.37M","-4.00%"
"11/19/2025","69.72","76.49","76.60","67.55","28.89M","-8.98%"
"11/18/2025","76.60","75.62","78.15","75.04","16.44M","0.01%"
"11/17/2025","76.59","81.79","81.90","75.10","23.75M","-6.47%"
"11/14/2025","81.89","83.50","85.05","81.50","37.55M","-0.55%"
"11/13/2025","82.34","86.02","88.42","81.38","52.22M","-4.59%"
"11/12/2025","86.30","93.85","95.52","85.86","39.01M","-12.21%"
"11/11/2025","98.30","102.05","102.49","97.95","8.75M","-5.57%"
"11/10/2025","104.10","107.80","110.54","102.58","8.57M","0.93%"
"11/07/2025","103.14","99.00","103.33","96.10","9.52M","3.13%"
"11/06/2025","100.01","113.05","113.36","100.00","11.70M","-11.52%"
"11/05/2025","113.03","113.10","114.85","111.94","6.05M","1.60%"
"11/04/2025","111.25","113.79","117.20","108.90","10.28M","-5.61%"
"11/03/2025","117.86","125.75","125.75","117.83","9.05M","-7.18%"
"10/31/2025","126.98","126.31","129.40","124.88","6.62M","3.48%"
"10/30/2025","122.71","129.97","130.00","122.49","10.75M","-6.85%"
"10/29/2025","131.74","136.00","136.05","129.68","7.59M","-3.21%"
"10/28/2025","136.11","143.25","143.38","135.85","7.86M","-5.01%"
